일시,FL1
2025-01-01 00:00:00,0.0
2025-01-01 00:30:00,0.0
2025-01-01 01:00:00,0.0
2025-01-01 01:30:00,0.0
2025-01-01 02:00:00,0.0
2025-01-01 02:30:00,0.0
2025-01-01 03:00:00,0.0
2025-01-01 03:30:00,0.0
2025-01-01 04:00:00,0.0
2025-01-01 04:30:00,0.0
2025-01-01 05:00:00,0.0
2025-01-01 05:30:00,0.0
2025-01-01 06:00:00,0.0
2025-01-01 06:30:00,0.0
2025-01-01 07:00:00,0.0
2025-01-01 07:30:00,0.0
2025-01-01 08:00:00,0.0
2025-01-01 08:30:00,0.0
2025-01-01 09:00:00,0.0
2025-01-01 09:30:00,0.0
2025-01-01 10:00:00,0.0
2025-01-01 10:30:00,0.0
2025-01-01 11:00:00,0.0
2025-01-01 11:30:00,0.0
2025-01-01 12:00:00,0.0
2025-01-01 12:30:00,110094.0
2025-01-01 13:00:00,258733.0
2025-01-01 13:30:00,272261.0
2025-01-01 14:00:00,272916.0
2025-01-01 14:30:00,275603.0
2025-01-01 15:00:00,376048.0
2025-01-01 15:30:00,542140.0
2025-01-01 16:00:00,778484.0
2025-01-01 16:30:00,905444.0
2025-01-01 17:00:00,967022.0
2025-01-01 17:30:00,1216866.0
2025-01-01 18:00:00,1550665.0
2025-01-01 18:30:00,1551515.0
2025-01-01 19:00:00,1550782.0
2025-01-01 19:30:00,1542908.0
2025-01-01 20:00:00,1549496.0
2025-01-01 20:30:00,1550690.0
2025-01-01 21:00:00,1536675.0
2025-01-01 21:30:00,1536514.0
2025-01-01 22:00:00,1540149.0
2025-01-01 22:30:00,1541131.0
2025-01-01 23:00:00,1547567.0
2025-01-01 23:30:00,1546187.0
2025-01-02 00:00:00,1545963.0
2025-01-02 00:30:00,1532272.0
2025-01-02 01:00:00,1532914.0
2025-01-02 01:30:00,1528570.0
2025-01-02 02:00:00,1527893.0
2025-01-02 02:30:00,1530538.0
2025-01-02 03:00:00,1534445.0
2025-01-02 03:30:00,1538156.0
2025-01-02 04:00:00,1532670.0
2025-01-02 04:30:00,1540344.0
2025-01-02 05:00:00,1545676.0
2025-01-02 05:30:00,1533936.0
2025-01-02 06:00:00,1528484.0
2025-01-02 06:30:00,1514268.0
2025-01-02 07:00:00,1522703.0
2025-01-02 07:30:00,1534104.0
2025-01-02 08:00:00,1533797.0
2025-01-02 08:30:00,1539197.0
2025-01-02 09:00:00,1527995.0
2025-01-02 09:30:00,1522961.0
2025-01-02 10:00:00,1286322.0
2025-01-02 10:30:00,1256309.0
2025-01-02 11:00:00,1249067.0
2025-01-02 11:30:00,1240667.0
2025-01-02 12:00:00,1239383.0
2025-01-02 12:30:00,1238063.0
2025-01-02 13:00:00,1235616.0
2025-01-02 13:30:00,1245058.0
2025-01-02 14:00:00,1240012.0
2025-01-02 14:30:00,1250902.0
2025-01-02 15:00:00,1246116.0
2025-01-02 15:30:00,1254788.0
2025-01-02 16:00:00,1253855.0
2025-01-02 16:30:00,1260405.0
2025-01-02 17:00:00,1244325.0
2025-01-02 17:30:00,1246313.0
2025-01-02 18:00:00,1239019.0
2025-01-02 18:30:00,1238520.0
2025-01-02 19:00:00,1234460.0
2025-01-02 19:30:00,1233258.0
2025-01-02 20:00:00,1233723.0
2025-01-02 20:30:00,1234568.0
2025-01-02 21:00:00,1229476.0
2025-01-02 21:30:00,1220181.0
2025-01-02 22:00:00,1231157.0
2025-01-02 22:30:00,1236855.0
2025-01-02 23:00:00,1358477.0
2025-01-02 23:30:00,1514143.0
2025-01-03 00:00:00,1500796.0
2025-01-03 00:30:00,1512526.0
2025-01-03 01:00:00,1499641.0
2025-01-03 01:30:00,1499112.0
2025-01-03 02:00:00,1505954.0
2025-01-03 02:30:00,1508005.0
2025-01-03 03:00:00,1509443.0
2025-01-03 03:30:00,1505550.0
2025-01-03 04:00:00,1507018.0
2025-01-03 04:30:00,1494855.0
2025-01-03 05:00:00,1501865.0
2025-01-03 05:30:00,1501060.0
2025-01-03 06:00:00,1495897.0
2025-01-03 06:30:00,1497315.0
2025-01-03 07:00:00,1502324.0
2025-01-03 07:30:00,1501592.0
2025-01-03 08:00:00,1505041.0
2025-01-03 08:30:00,1501858.0
2025-01-03 09:00:00,1499378.0
2025-01-03 09:30:00,1497729.0
2025-01-03 10:00:00,1257413.0
2025-01-03 10:30:00,1238898.0
2025-01-03 11:00:00,1232461.0
2025-01-03 11:30:00,1223459.0
2025-01-03 12:00:00,1216689.0
2025-01-03 12:30:00,1218862.0
2025-01-03 13:00:00,1221272.0
2025-01-03 13:30:00,1217912.0
2025-01-03 14:00:00,1221211.0
2025-01-03 14:30:00,1223443.0
2025-01-03 15:00:00,1225020.0
2025-01-03 15:30:00,1236018.0
2025-01-03 16:00:00,1234470.0
2025-01-03 16:30:00,1221059.0
2025-01-03 17:00:00,1211830.0
2025-01-03 17:30:00,1214279.0
2025-01-03 18:00:00,1204005.0
2025-01-03 18:30:00,1212921.0
2025-01-03 19:00:00,1220034.0
2025-01-03 19:30:00,1231010.0
2025-01-03 20:00:00,1238951.0
2025-01-03 20:30:00,1234105.0
