사업장명,배출구,측정일시,"측정
항목",측정값
한국중부발전㈜신보령발전본부,1,2020-10-01 00:00,TSP,0.79
한국중부발전㈜신보령발전본부,1,2020-10-01 00:00,SOx,13.34
한국중부발전㈜신보령발전본부,1,2020-10-01 00:00,NOx,6.62
한국중부발전㈜신보령발전본부,1,2020-10-01 00:00,O₂,5.21
한국중부발전㈜신보령발전본부,1,2020-10-01 00:00,FL1,1339146.0
한국중부발전㈜신보령발전본부,1,2020-10-01 00:00,TMP,89.5
한국중부발전㈜신보령발전본부,1,2020-10-01 00:30,TSP,0.79
한국중부발전㈜신보령발전본부,1,2020-10-01 00:30,SOx,13.52
한국중부발전㈜신보령발전본부,1,2020-10-01 00:30,NOx,7.53
한국중부발전㈜신보령발전본부,1,2020-10-01 00:30,O₂,5.42
한국중부발전㈜신보령발전본부,1,2020-10-01 00:30,FL1,1192777.0
한국중부발전㈜신보령발전본부,1,2020-10-01 00:30,TMP,89.34
한국중부발전㈜신보령발전본부,1,2020-10-01 01:00,TSP,0.86
한국중부발전㈜신보령발전본부,1,2020-10-01 01:00,SOx,13.46
한국중부발전㈜신보령발전본부,1,2020-10-01 01:00,NOx,6.12
한국중부발전㈜신보령발전본부,1,2020-10-01 01:00,O₂,5.35
한국중부발전㈜신보령발전본부,1,2020-10-01 01:00,FL1,1258526.0
한국중부발전㈜신보령발전본부,1,2020-10-01 01:00,TMP,88.88
한국중부발전㈜신보령발전본부,1,2020-10-01 01:30,TSP,0.8
한국중부발전㈜신보령발전본부,1,2020-10-01 01:30,SOx,13.49
한국중부발전㈜신보령발전본부,1,2020-10-01 01:30,NOx,4.84
한국중부발전㈜신보령발전본부,1,2020-10-01 01:30,O₂,5.39
한국중부발전㈜신보령발전본부,1,2020-10-01 01:30,FL1,1166832.0
한국중부발전㈜신보령발전본부,1,2020-10-01 01:30,TMP,88.76
한국중부발전㈜신보령발전본부,1,2020-10-01 02:00,TSP,0.84
한국중부발전㈜신보령발전본부,1,2020-10-01 02:00,SOx,13.49
한국중부발전㈜신보령발전본부,1,2020-10-01 02:00,NOx,4.96
한국중부발전㈜신보령발전본부,1,2020-10-01 02:00,O₂,5.38
한국중부발전㈜신보령발전본부,1,2020-10-01 02:00,FL1,1151889.0
한국중부발전㈜신보령발전본부,1,2020-10-01 02:00,TMP,88.53
한국중부발전㈜신보령발전본부,1,2020-10-01 02:30,TSP,0.9
한국중부발전㈜신보령발전본부,1,2020-10-01 02:30,SOx,13.56
한국중부발전㈜신보령발전본부,1,2020-10-01 02:30,NOx,4.66
한국중부발전㈜신보령발전본부,1,2020-10-01 02:30,O₂,5.46
한국중부발전㈜신보령발전본부,1,2020-10-01 02:30,FL1,1153033.0
한국중부발전㈜신보령발전본부,1,2020-10-01 02:30,TMP,88.11
한국중부발전㈜신보령발전본부,1,2020-10-01 03:00,TSP,0.92
한국중부발전㈜신보령발전본부,1,2020-10-01 03:00,SOx,13.55
한국중부발전㈜신보령발전본부,1,2020-10-01 03:00,NOx,5.47
한국중부발전㈜신보령발전본부,1,2020-10-01 03:00,O₂,5.46
한국중부발전㈜신보령발전본부,1,2020-10-01 03:00,FL1,1161333.0
한국중부발전㈜신보령발전본부,1,2020-10-01 03:00,TMP,87.69
한국중부발전㈜신보령발전본부,1,2020-10-01 03:30,TSP,0.91
한국중부발전㈜신보령발전본부,1,2020-10-01 03:30,SOx,13.53
한국중부발전㈜신보령발전본부,1,2020-10-01 03:30,NOx,4.75
한국중부발전㈜신보령발전본부,1,2020-10-01 03:30,O₂,5.43
한국중부발전㈜신보령발전본부,1,2020-10-01 03:30,FL1,1166568.0
한국중부발전㈜신보령발전본부,1,2020-10-01 03:30,TMP,87.54
한국중부발전㈜신보령발전본부,1,2020-10-01 04:00,TSP,0.88
한국중부발전㈜신보령발전본부,1,2020-10-01 04:00,SOx,13.53
한국중부발전㈜신보령발전본부,1,2020-10-01 04:00,NOx,5.1
한국중부발전㈜신보령발전본부,1,2020-10-01 04:00,O₂,5.44
한국중부발전㈜신보령발전본부,1,2020-10-01 04:00,FL1,1165326.0
한국중부발전㈜신보령발전본부,1,2020-10-01 04:00,TMP,87.42
한국중부발전㈜신보령발전본부,1,2020-10-01 04:30,TSP,0.88
한국중부발전㈜신보령발전본부,1,2020-10-01 04:30,SOx,13.53
한국중부발전㈜신보령발전본부,1,2020-10-01 04:30,NOx,4.73
한국중부발전㈜신보령발전본부,1,2020-10-01 04:30,O₂,5.44
한국중부발전㈜신보령발전본부,1,2020-10-01 04:30,FL1,1165665.0
한국중부발전㈜신보령발전본부,1,2020-10-01 04:30,TMP,87.42
한국중부발전㈜신보령발전본부,1,2020-10-01 05:00,TSP,0.88
한국중부발전㈜신보령발전본부,1,2020-10-01 05:00,SOx,13.58
한국중부발전㈜신보령발전본부,1,2020-10-01 05:00,NOx,5.83
한국중부발전㈜신보령발전본부,1,2020-10-01 05:00,O₂,5.49
한국중부발전㈜신보령발전본부,1,2020-10-01 05:00,FL1,1164971.0
한국중부발전㈜신보령발전본부,1,2020-10-01 05:00,TMP,87.4
한국중부발전㈜신보령발전본부,1,2020-10-01 05:30,TSP,0.88
한국중부발전㈜신보령발전본부,1,2020-10-01 05:30,SOx,13.43
한국중부발전㈜신보령발전본부,1,2020-10-01 05:30,NOx,5.72
한국중부발전㈜신보령발전본부,1,2020-10-01 05:30,O₂,5.31
한국중부발전㈜신보령발전본부,1,2020-10-01 05:30,FL1,1321521.0
한국중부발전㈜신보령발전본부,1,2020-10-01 05:30,TMP,87.45
한국중부발전㈜신보령발전본부,1,2020-10-01 06:00,TSP,0.83
한국중부발전㈜신보령발전본부,1,2020-10-01 06:00,SOx,13.29
한국중부발전㈜신보령발전본부,1,2020-10-01 06:00,NOx,5.24
한국중부발전㈜신보령발전본부,1,2020-10-01 06:00,O₂,5.15
한국중부발전㈜신보령발전본부,1,2020-10-01 06:00,FL1,1367821.0
한국중부발전㈜신보령발전본부,1,2020-10-01 06:00,TMP,88.36
한국중부발전㈜신보령발전본부,1,2020-10-01 06:30,TSP,0.86
한국중부발전㈜신보령발전본부,1,2020-10-01 06:30,SOx,13.27
한국중부발전㈜신보령발전본부,1,2020-10-01 06:30,NOx,5.98
한국중부발전㈜신보령발전본부,1,2020-10-01 06:30,O₂,5.12
한국중부발전㈜신보령발전본부,1,2020-10-01 06:30,FL1,1395622.0
한국중부발전㈜신보령발전본부,1,2020-10-01 06:30,TMP,89.11
한국중부발전㈜신보령발전본부,1,2020-10-01 07:00,TSP,0.86
한국중부발전㈜신보령발전본부,1,2020-10-01 07:00,SOx,13.26
한국중부발전㈜신보령발전본부,1,2020-10-01 07:00,NOx,5.57
한국중부발전㈜신보령발전본부,1,2020-10-01 07:00,O₂,5.12
한국중부발전㈜신보령발전본부,1,2020-10-01 07:00,FL1,1398802.0
한국중부발전㈜신보령발전본부,1,2020-10-01 07:00,TMP,89.65
한국중부발전㈜신보령발전본부,1,2020-10-01 07:30,TSP,0.9
한국중부발전㈜신보령발전본부,1,2020-10-01 07:30,SOx,13.33
한국중부발전㈜신보령발전본부,1,2020-10-01 07:30,NOx,5.53
한국중부발전㈜신보령발전본부,1,2020-10-01 07:30,O₂,5.2
한국중부발전㈜신보령발전본부,1,2020-10-01 07:30,FL1,1352346.0
한국중부발전㈜신보령발전본부,1,2020-10-01 07:30,TMP,89.55
한국중부발전㈜신보령발전본부,1,2020-10-01 08:00,TSP,0.8
한국중부발전㈜신보령발전본부,1,2020-10-01 08:00,SOx,13.47
한국중부발전㈜신보령발전본부,1,2020-10-01 08:00,NOx,5.36
한국중부발전㈜신보령발전본부,1,2020-10-01 08:00,O₂,5.36
한국중부발전㈜신보령발전본부,1,2020-10-01 08:00,FL1,1191443.0
한국중부발전㈜신보령발전본부,1,2020-10-01 08:00,TMP,89.23
한국중부발전㈜신보령발전본부,1,2020-10-01 08:30,TSP,0.8
한국중부발전㈜신보령발전본부,1,2020-10-01 08:30,SOx,13.52
한국중부발전㈜신보령발전본부,1,2020-10-01 08:30,NOx,5.12
한국중부발전㈜신보령발전본부,1,2020-10-01 08:30,O₂,5.42
한국중부발전㈜신보령발전본부,1,2020-10-01 08:30,FL1,1185919.0
한국중부발전㈜신보령발전본부,1,2020-10-01 08:30,TMP,89.18
한국중부발전㈜신보령발전본부,1,2020-10-01 09:00,TSP,0.84
한국중부발전㈜신보령발전본부,1,2020-10-01 09:00,SOx,13.49
한국중부발전㈜신보령발전본부,1,2020-10-01 09:00,NOx,4.86
한국중부발전㈜신보령발전본부,1,2020-10-01 09:00,O₂,5.39
한국중부발전㈜신보령발전본부,1,2020-10-01 09:00,FL1,1187639.0
한국중부발전㈜신보령발전본부,1,2020-10-01 09:00,TMP,89.02
한국중부발전㈜신보령발전본부,1,2020-10-01 09:30,TSP,0.89
한국중부발전㈜신보령발전본부,1,2020-10-01 09:30,SOx,13.5
한국중부발전㈜신보령발전본부,1,2020-10-01 09:30,NOx,4.98
한국중부발전㈜신보령발전본부,1,2020-10-01 09:30,O₂,5.4
한국중부발전㈜신보령발전본부,1,2020-10-01 09:30,FL1,1178009.0
한국중부발전㈜신보령발전본부,1,2020-10-01 09:30,TMP,88.85
한국중부발전㈜신보령발전본부,1,2020-10-01 10:00,TSP,0.92
한국중부발전㈜신보령발전본부,1,2020-10-01 10:00,SOx,13.49
한국중부발전㈜신보령발전본부,1,2020-10-01 10:00,NOx,4.98
한국중부발전㈜신보령발전본부,1,2020-10-01 10:00,O₂,5.39
한국중부발전㈜신보령발전본부,1,2020-10-01 10:00,FL1,1176198.0
한국중부발전㈜신보령발전본부,1,2020-10-01 10:00,TMP,88.89
한국중부발전㈜신보령발전본부,1,2020-10-01 10:30,TSP,0.95
